channel_order,channel_name,program_order,program_title,start_time_raw,end_time_raw,duration_raw,release_year,rating,genres_raw,season_number,episode_number,episode_title,synopsis
117,5STMAX,1,Godzilla vs. Gigan,12:11 PM,1:41 PM,1 hr 30 min,1972,PG,Action / Family / Sci-Fi,,,,"When an evil alien plot to conquer the world using Gigan and King Ghidrah surfaces, Godzilla and Anguirus must join forces to save humanity from destruction."
117,5STMAX,2,Son of Godzilla,1:41 PM,3:07 PM,1 hr 26 min,1967,,Adventure / Comedy / Fantasy / Sci-Fi,,,,Scientists on a remote island encounter deadly giant mantises and a recently hatched baby Godzilla.
117,5STMAX,3,Pirate Radio,3:07 PM,5:06 PM,1 hr 59 min,2009,R,Comedy / Drama / Music,,,,"During the 1960s, a youth becomes involved with a pirate radio station that broadcasts rock 'n' roll without a license to the U.K. from a cramped boat anchored in international waters, but..."
118,AMX-E,1,Heretic,12:37 PM,2:29 PM,1 hr 52 min,2024,R,Horror / Thriller,,,,"Two young women are excited to discuss the importance of faith with a man who invites them into his home, but they become fearful for their lives when they learn that the man has suddenly..."
118,AMX-E,2,Body At Brighton Rock,2:29 PM,3:57 PM,1 hr 28 min,2019,R,Comedy / Drama / Fantasy / Horror / Mystery / Thriller,,,,"When a park employee takes on a tough assignment to prove herself, she finds a potential crime scene while lost in the backcountry, where she must overcome her worst fears and spend the night..."
119,MAXEAL,1,Happy Death Day,12:47 PM,2:24 PM,1 hr 37 min,2017,PG-13,Comedy / Horror / Mystery / Thriller,,,,"A young female college student continually relives the day of her murder, including both the ordinary circumstances and its terrifying conclusion, dying a different way each time, until she is..."
119,MAXEAL,2,Final Destination 5,2:24 PM,3:57 PM,1 hr 33 min,2011,R,Horror / Thriller,,,,"After having a terrible premonition about a suspension bridge collapsing, a young man and his coworkers manage to survive the accident, but they must now find a way to cheat death, which has..."
120,MMX-E,1,Shot Caller,12:16 PM,2:17 PM,2 hrs 1 min,2017,R,Crime / Thriller / Drama,,,,"A fresh-out-of-prison, ruthless gangster must accept the demands of his gang to coordinate a major crime with a vicious rival organization on the streets of southern California, navigating a..."
120,MMX-E,2,Y2K,2:17 PM,3:49 PM,1 hr 32 min,2024,TV-14,,,,,"On the last night of 1999, two high school juniors crash a New Year's Eve party, only to find themselves fighting for their lives when the terror of Y2K becomes a reality and all machines rise..."
121,ParSHO,2,Scream 4,1:50 PM,3:45 PM,1 hr 55 min,2011,R,Horror / Mystery,,,,"Sidney Prescott has done her best to put the atrocities of her youth behind her and feels equipped to return to her hometown to promote a new book, but she brings with her a familiar enemy who..."
122,SHO2XE,1,Daniela Forever,1:00 PM,3:00 PM,2 hrs,2025,R,,,,,"After the death of his beloved girlfriend, a grieving man is given a new type of drug that invokes lucid dreams in an effort to help him overcome his pain, but mistreatment of the drug..."
122,SHO2XE,2,Not Without Hope,3:00 PM,5:00 PM,2 hrs,2025,R,,,,,"Four friends face disaster when their boat capsizes in the Gulf of Mexico. Battling massive waves, sharks, dehydration and hypothermia, they cling to hope as the Coast Guard launch a daring..."
123,SHOBET,1,Undisputed,1:15 PM,2:50 PM,1 hr 35 min,2002,R,Action / Crime / Drama / Sport,,,,A top-ranked heavyweight professional boxing champion is convicted of rape and sent to prison where he decides to fight in a match for the prison boxing title after a violent confrontation...
123,SHOBET,2,THE RESURGENCE: DeMarcus Cousins,2:50 PM,4:05 PM,1 hr 35 min,2002,R,Action / Crime / Drama / Sport,,,,A top-ranked heavyweight professional boxing champion is convicted of rape and sent to prison where he decides to fight in a match for the prison boxing title after a violent confrontation...
124,SHOX-E,1,The Comeback Trail,1:20 PM,3:10 PM,1 hr 50 min,2020,R,Comedy / Crime,,,,"Two movie producers become indebted to the mob, so they attempt to save themselves by setting up an aging actor for an insurance scam."
124,SHOX-E,2,Pootie Tang,3:10 PM,4:35 PM,1 hr 50 min,2020,R,Comedy / Crime,,,,"Two movie producers become indebted to the mob, so they attempt to save themselves by setting up an aging actor for an insurance scam."
125,SHOWFAM,1,Star Trek: Insurrection,12:00 PM,1:45 PM,1 hr 45 min,1998,G,Action / Adventure / Sci-Fi / Thriller,,,,Captain Picard and the crew of the Enterprise must leap into action when the Federation risks the destruction of a planet belonging to a peaceful race of people in an attempt to gain access to...
125,SHOWFAM,2,Orange County,1:45 PM,3:10 PM,1 hr 25 min,2002,PG-13,Comedy / Drama,,,,"An over-achieving California teen is rejected from a prestigious college when his guidance counselor accidentally provides the incorrect transcript for his application, so he teams up with his..."
125,SHOWFAM,3,Queen Bees,3:10 PM,5:00 PM,1 hr 25 min,2002,PG-13,Comedy / Drama,,,,"An over-achieving California teen is rejected from a prestigious college when his guidance counselor accidentally provides the incorrect transcript for his application, so he teams up with his..."
126,SHOWNEXT,1,Everybody Wants Some!!,11:35 AM,1:35 PM,2 hrs,2016,R,Comedy,,,,"A hotshot high school pitcher becomes a member of a successful Texas college team in the fall of 1980, where he and his rambunctious and frequently irresponsible team mates will be required to..."
126,SHOWNEXT,2,Good Burger,1:35 PM,3:15 PM,1 hr 40 min,1997,PG,Comedy / Family,,,,"The longstanding prosperity of a humble hometown burger joint comes under considerable threat from competition, when a massively funded fast-food franchise opens up their business across the..."
126,SHOWNEXT,3,Failure to Launch,3:15 PM,5:00 PM,1 hr 45 min,2006,PG-13,Comedy / Romance,,,,"The fed-up parents of a 35-year-old slacker who still lives at home hire a romantic interventionist to get him to move out, but the plan to build his self-esteem by conning him into falling in..."
127,SHOCSE,2,"South Park: Bigger, Longer & Uncut",1:50 PM,3:15 PM,1 hr 25 min,1999,R,Animation / Comedy / Fantasy / Musical,,,,"Scandalized when their children start repeating the bad words they hear in a crass Canadian movie, American parents declare war on Canada, setting in motion a plot that will allow Satan to..."
127,SHOCSE,3,Day of the Fight,3:15 PM,5:05 PM,1 hr 25 min,1999,R,Animation / Comedy / Fantasy / Musical,,,,"Scandalized when their children start repeating the bad words they hear in a crass Canadian movie, American parents declare war on Canada, setting in motion a plot that will allow Satan to..."
129,FLIX-E,1,Scream 3,12:30 PM,2:30 PM,2 hrs,2000,R,,,,,"As a production company starts work on Stab 3, Sydney's now peaceful life is interrupted by yet another knife-wielding masked killer as she and her friends begin to realize that they are..."
129,FLIX-E,2,Lara Croft: Tomb Raider,2:30 PM,4:15 PM,1 hr 45 min,2001,TV-14,Action / Adventure / Fantasy / Thriller,,,,A beautiful British archaeologist follows in her late father's footsteps as she travels around the globe to stop a secret society from gaining possession of a magical relic with the power to...
130,TMCEAL,1,Raiders of the Lost Ark,1:00 PM,3:00 PM,2 hrs,1981,G,Adventure,,,,"In 1936, archaeologist, adventurer and college professor Indiana Jones races against Nazi forces and a brilliant rival to find the lost Ark of the Covenant, a relic with vast and dangerous..."
130,TMCEAL,2,Terms of Endearment,3:00 PM,5:15 PM,2 hrs 15 min,1983,PG,Comedy / Drama,,,,"A woman searches for love and happiness while her demanding mother questions her choices, but a medical crisis forces them to put their longstanding differences aside to come through for each..."
131,TMC2XE,1,Black Lotus,1:25 PM,3:00 PM,1 hr 35 min,2023,,Action / Adventure / Drama / Thriller,,,,A former special forces agent attempting to move on from his former life discovers that his friend's young daughter has been kidnapped and decides to do everything he can to find her and bring...
131,TMC2XE,2,The Beldham,3:00 PM,4:30 PM,1 hr 30 min,2025,,,,,,"A struggling new mother fights a generations-old presence lurking within her family's home, threatening her safety, her sanity and the life of her infant child."
132,STARZ,1,Bait,11:31 AM,1:34 PM,2 hrs 3 min,2000,R,Action / Comedy / Crime / Thriller,,,,"After his dying cellmate gives him a mysterious clue about the location of a $42-million depository of stolen gold, a petty New York thief is unwittingly used by the FBI to draw out the..."
132,STARZ,2,The Man in the White Van,1:34 PM,3:22 PM,1 hr 48 min,2024,PG-13,,,,,"A rebellious young girl in a small little town in Florida raises concerns about an enigmatic white van, which many see as an attention-seeking ploy, but she becomes fearful for her life when..."
132,STARZ,3,Van Helsing,3:22 PM,5:36 PM,2 hrs 14 min,2004,PG-13,Action / Adventure / Fantasy / Thriller,,,,A supernatural hunter with no memory of his true identity is sent on a mission to help the last member of a family dedicated in ending the rampage of Count Dracula and his experiments before...
133,STARZCIN,1,Escape From Pretoria,12:20 PM,2:07 PM,1 hr 47 min,2020,PG-13,Action / Biography / Crime / Mystery / Thriller,,,,"During the tumultuous apartheid days of South African, two white South Africans get imprisoned for working on behalf of the African National Congress, but the pair soon becomes determined to..."
133,STARZCIN,2,Rememory,2:07 PM,4:00 PM,1 hr 53 min,2017,PG-13,Drama / Mystery / Sci-Fi,,,,"A pioneer of science creates a device that has the ability to extract, record and play a person's memories, but following his death, the invention is stolen from his widow by a man who..."
134,STARZCOM,1,High School,12:14 PM,1:55 PM,1 hr 41 min,2012,R,Comedy,,,,"After a soon-to-be valedictorian named Henry Burke smokes marijuana for the first time, it coincides with a new, mandatory drug test for all students at his school, so he and his friends set..."
134,STARZCOM,2,Hi-Life,1:55 PM,3:22 PM,1 hr 27 min,1998,R,Comedy / Romance,,,,"A man who desperately wants to become an actor puts all his options on the table in order to get out of the shadow of a dangerous bookie to whom he is indebted, and he decides to go to any..."
134,STARZCOM,3,The Queen of Spain,3:22 PM,5:31 PM,2 hrs 9 min,2016,,Comedy / Drama,,,,"A glamorous 1950s actress returns from Hollywood to Madrid to star in a musical about Spain's Queen Isabella, encountering old friends and associates from her days in an acting troupe, while..."
135,STARZED,1,,,,1 hr 38 min,2012,R,Action / Drama,,,,"After the Prime Minister of Serbia is assassinated, an ex-British serviceman turned mercenary and an elite special ops team is sent to Europe to rescue a kidnapped U.S. ambassador before the..."
135,STARZED,2,Crave,1:32 PM,3:26 PM,1 hr 38 min,2012,R,Action / Drama,,,,"After the Prime Minister of Serbia is assassinated, an ex-British serviceman turned mercenary and an elite special ops team is sent to Europe to rescue a kidnapped U.S. ambassador before the..."
135,STARZED,3,Fairhaven,3:26 PM,4:48 PM,1 hr 22 min,2013,,Comedy / Drama,,,,"When a man in his mid-thirties returns to his hometown and reunites with his childhood friends during a funeral, they start to reevaluate their lives and try to make sense of what mistakes..."
136,STARZBLK,1,Dreams,1:23 PM,3:44 PM,2 hrs 21 min,2013,,Romance,,,,"Experience the Gathering of the Juggalos through the eyes of first-timers. The infamous music festival plays host to thousands of ""Juggalos"" as they party like nobody's watching."
137,STARZFAM,1,,,,1 hr 46 min,1994,G,Adventure / Comedy / Family,,,,A failing magician tries to trick an orphan girl out of her pet bear.
137,STARZFAM,2,My Dog the Champion,1:33 PM,3:01 PM,1 hr 28 min,2013,G,Drama / Family,,,,"A city teenager is forced to live on her grandfather's farm while her mother works overseas, and when she discovers that her family needs money to save the farm, she trains for an upcoming dog..."
137,STARZFAM,3,Beautiful Wave,3:01 PM,4:38 PM,1 hr 37 min,2012,PG-13,Adventure / Drama,,,,"Spending the summer at the home of her grandmother in Santa Cruz, Calif., a young woman from New York realizes her great passion for the sport of surfing and also discovers a decades-old..."
138,ENCORE,1,,,,1 hr 42 min,2025,R,,,,,"After surviving an attack against a group of masked killers, a young woman discovers that the psychopaths have returned with plans to finish the job."
138,ENCORE,2,The Strangers: Chapter 3,1:31 PM,3:06 PM,1 hr 35 min,2026,R,,,,,"Maya faces the masked killers one last time in a brutal, full-circle reckoning of survival and revenge."
138,ENCORE,3,The Hard Hit,3:06 PM,4:26 PM,1 hr 20 min,2023,,,,,,"An Interpol agent is on a mission of vengeance after he is tasked with hunting down the head of an international crime syndicate in Las Vegas, the criminal organization takes its revenge on..."
139,ENCORFM,1,Girl in Progress,12:02 PM,1:36 PM,1 hr 34 min,2012,PG-13,,,,,"As single mom Grace juggles work, bills, and her affair with a married doctor, her daughter, Ansiedad, plots a shortcut to adulthood after finding inspiration in the coming-of-age stories..."
139,ENCORFM,2,Joey and Ella,1:36 PM,3:06 PM,1 hr 30 min,2021,G,Family,,,,"A worldly teenager stumbles upon a baby kangaroo that has been separated from its mother and inadvertently forced into being part of a jewelry heist, but several people try to stop her from..."
139,ENCORFM,3,What's Cooking?,3:06 PM,4:57 PM,1 hr 51 min,2001,PG-13,Comedy / Drama / Romance,,,,"In Los Angeles' Fairfax district, tensions quickly rise to the surface as four ethnically diverse families struggle with differing relationship issues as they gather together in order to..."
140,ENCORSS,1,The Woman in Green,1:15 PM,2:24 PM,1 hr 9 min,1945,PG,Crime / Mystery / Drama / Horror,,,,Scotland Yard turns to Sherlock Holmes for assistance when they begin to receive the severed fingers of four women who are murdered; his investigation uncovers a bizarre trail that includes...
140,ENCORSS,2,Transit,2:24 PM,3:53 PM,1 hr 29 min,2012,R,Short / Music / Mystery / Romance,,,,"A family attempts to have a pleasant camping experience in order to strengthen their bond, but their vacation quickly turns into a brutal fight for survival, when a gang of bank robbers begins..."
141,ENCRACT,1,The Grudge 2,12:08 PM,1:51 PM,1 hr 43 min,2006,PG-13,Horror / Thriller,,,,"A woman travels from the United States to Tokyo to bring her sister home and crosses the path of the dark spirit that was released when the building where it resided was burned, giving it the..."
141,ENCRACT,2,The Day,1:51 PM,3:16 PM,1 hr 25 min,2012,R,Action / Drama / Horror / Sci-Fi / Thriller,,,,"In a post-apocalyptic world ravaged by war, a group of five survivors with dwindling food and ammunition suddenly find themselves forced into a fight for their lives inside a deserted..."
141,ENCRACT,3,High Ground,3:16 PM,5:04 PM,1 hr 48 min,2021,TV-14,Thriller,,,,"Heartbroken after the death of his family and searching for vengeance, a young man seeks the assistance of a former soldier and they slowly earn each other's confidence and trust as they hunt..."
142,ENCRBL,1,The Hunting Party,1:01 PM,2:43 PM,1 hr 42 min,2007,R,Adventure / War / Comedy / Drama / Thriller,,,,"A successful journalist is reunited with his now-discredited former boss as they set out on a mission to locate and interview an infamous war criminal in hiding, but the situation takes a..."
142,ENCRBL,2,Marshall,2:43 PM,4:42 PM,1 hr 59 min,2017,G,Biography / History / Crime / Drama,,,,"In conservative Connecticut, future Supreme Court Justice Thurgood Marshall fights racism and Anti-Semitism as he defends a black chauffeur who has been charged with the attempted murder and..."
143,ENCRCL,1,Macbeth,12:04 PM,1:58 PM,1 hr 54 min,2015,R,Drama / History / War,,,,"Consumed with ambition and greed after receiving a prophecy from three witches, a Scottish lord murders the king of Scotland and takes the throne for himself, but he soon becomes paranoid as a..."
143,ENCRCL,2,Big Eyes,1:58 PM,3:45 PM,1 hr 47 min,2014,G,Biography / Crime / Drama / Romance,,,,"In the 1950s and 1960s, a divorced mother finds solace in painting, and after courtship leads to marriage, it also leads to her new husband taking credit for her art when the works gain..."
144,ENCRWST,1,Shotgun,1:21 PM,2:42 PM,1 hr 21 min,1955,,Western,,,,"When a sheriff goes up against an outlaw, the situation is complicated by the fact that they both love the same woman."
144,ENCRWST,2,Don Ricardo Returns,2:42 PM,3:51 PM,1 hr 9 min,1946,,Drama / Western,,,,"A Spanish nobleman journeys to California to accept his inheritance and discovers that his cousin has claimed the inheritance by declaring him legally dead, so he enlists the aid of local..."
145,MGM+,1,The Westies,1:05 PM,1:55 PM,50 min,2026,,,,,,"Sweeney strikes a deal with Castellano: rob a Colombian disco and Flanagan walks free; Bridget seeks counsel about Cahill, while Keenan investigates the killing of a cop in Boston."
145,MGM+,2,A House on the Bayou,1:55 PM,3:25 PM,1 hr 30 min,2021,TV-MA,Horror / Mystery / Thriller,,,,"A couple and their daughter travel to rural Louisiana for an idyllic getaway at a remote mansion, where an uninvited group of worryingly courteous neighbors arrive and sends the family down a..."
145,MGM+,3,There's Something Wrong with the Children,3:25 PM,5:00 PM,1 hr 30 min,2021,TV-MA,Horror / Mystery / Thriller,,,,"A couple and their daughter travel to rural Louisiana for an idyllic getaway at a remote mansion, where an uninvited group of worryingly courteous neighbors arrive and sends the family down a..."
146,MGM+DRV,1,The Legend of Bagger Vance,1:25 PM,3:35 PM,2 hrs 10 min,2000,PG-13,Drama / Sport,,,,"A mystical caddy helps a one-time golfing great regain his ""authentic swing"" so he can compete in an exhibition put on by his former girlfriend who needs to save her family's golf course from..."
147,MGM+HIT,1,Boo! A Madea Halloween,12:20 PM,2:05 PM,1 hr 45 min,2016,PG-13,Comedy / Drama / Horror / Mystery,,,,"When she must keep an eye on a group of mischievous, misbehaving teenagers on Halloween night, the tough, no-nonsense Madea is forced to go to great lengths in order to go up against killers,..."
147,MGM+HIT,2,"LaRoy, Texas",2:05 PM,4:00 PM,1 hr 55 min,2024,,,,,,"A husband in a failing marriage unexpectedly decides to take a job as a hired hitman, but when he is suddenly pressed by the town's sheriff, he attempts to persuade everyone that he is not the..."
148,MGM+MAR,1,The Keep,1:25 PM,3:05 PM,1 hr 40 min,1983,R,Drama / Fantasy / Horror,,,,A company of Nazi soldiers who have been charged with keeping watch over a Romanian citadel are forced to turn to a knowledgeable Jewish man and his daughter for help after an evil force is...
148,MGM+MAR,2,Audrey Rose,3:05 PM,5:00 PM,1 hr 55 min,1977,PG,Drama / Fantasy / Horror / Thriller,,,,An unsuspecting couple lives in fear after a shadowy stalker approaches them with persistent claims that their 11-year-old daughter is secretly a reincarnation of his own child that passed...
